137.83,68.38,191.28,87.539,24.273,50.324,135.09,175.73,201.01,441.48,130.21,70.901,64.515,41.327,54.751,51.234,30.19,136.5,693.1,363.2,190.23,99.492,141.46,78.629,62.604,195.54,127.54,71.652,76.069,65.892,398.53,201.91,127.17,173.31,194.69,142.68,170.84,146.61,107.65,119.8,90.575,168.83,472.78,273.08,1000.4,246.31,148.81,113.05,73.926,99.881,50.445,65.552,41.762,109.35,351.74,150.99,430.67,168.24,77.025,74.825,45.403,88.168,197.27,69.443,79.745,64.59,199.35,142.97,645.1,119.97,42.771,88.898,53.256,125.43,60.81,50.93,31.672,46.025,106.61,56.752,123.43,159.8,53.406,82.571,54.9,61.747,95.87,49.774,33.998,124.45,104.48,320.05,386.92,129.17,174.59,78.348,36.146,87.252,72.537,50.305,43.623,62.163,111.1,147.1,106.16,84.62,78.664,137.18,140.66,54.696,59.146,83.211,71.431,89.436,415.89,448.92,666.04,462.49,343.13,66.261,92.037,105.34,147.1,59.328,69.135,144.69,199.92,120.64,115.3,111.87,355.29,133.14,369.16,184.23,303.25,102.81,113.01,161.01,201.18,260.23,270.32,104.02,81.508,80.843,164.46,115.68,101.87,68.92,41.562,79.372,40.217,388.71,322.16,466.37,178.4,178.05,199.19,72.151,234.37,75.356,73.14,81.921,315.68,416.4,482.75,305.64,239.03,106.62,88.852,108.29,160.52,47.739,156.32,80.809,459.2,350.45,865.48,583.69,67.927,65.768,141.91,71.499,95.072,91.393,107.53,150.76,131.86,655.47,436.64,504.79,288.97,103.89,84.916,71.986,57.051,89.624,43.302,70.942,291.88,537,467.29,86.383,51.122,60.546,96.682,80.127,59.643,34.48,71.065,82.106,131.89,150.77,278.52,298.75,79.67,160.33,54.982,90.349,88.248,32.911,53.453,42.154,201.8,369.74,100.06,157.93,46.449,61.879,116.55,73.038,40.668,56.849,33.671,121.98,206.96,246.56,258.65,434.88,115.26,121.81
99.678,171.42,97.976,50.06,44.401,18.873,111.77,386.17,369.82,76.283,112.36,100.72,50.57,196.46,76.698,27.059,50.485,52.113,156.03,318.43,782.78,111.89,91.624,67.103,46.36,210.99,74.485,86.431,59.608,57.822,203.48,66.241,680.63,400.38,348.92,96.496,65.458,112.4,205.25,89.846,50.734,68.074,132.26,633.97,709.18,185.9,87.969,58.289,77.739,67.643,153.63,56.399,99.643,55.037,53.44,210,564.96,153.2,95.822,59.393,121.37,266.66,21.501,38.206,54.732,86.996,282.44,585.9,304.92,134.45,68.672,84.782,56.699,33.213,87.739,70.609,55.479,150.6,714.48,745.57,2510.6,111.91,81.543,90.733,98.784,174.62,141.94,55.465,86.229,205.7,358.38,505.16,405.92,146.59,88.432,129.28,120.55,155.86,174.69,82.957,125.15,138.42,371.7,585.87,300.43,424.53,110.28,70.733,110.09,177.66,649.35,200.33,159.9,138.94,147.66,456.44,325.09,410.42,74.515,41.787,98.452,80.929,73.077,45.717,76.827,58.914,383.87,364.93,770.48,228.44,127.47,67.919,183.47,196.5,183.53,50.185,80.068,132.83,221.55,172.54,237.68,203.14,57.407,68.476,62.854,107.04,71.041,62.902,44.3,113.71,133.35,212.96,833.22,128,61.246,43.697,60.936,59.279,95.726,52.518,42.968,124.95,157.75,538.73,517.36,355.95,48.063,72.51,99.787,64.191,281.45,58.413,64.762,239.72,240.62,737.59,271.82,124.54,109.14,74.878,118.69,198.04,129.8,66.109,74.403,62.682,212.17,700.7,770.49,393.06,143.08,44.654,99.068,136.39,85.772,110.7,37.407,89.582,183.26,336.15,570.8,267.92,79.444,35.757,68.691,154.9,56.63,70.964,59.961,42.927,94.876,368.54,327.39,98.227,172.96,83.683,75.137,173.14,115.91,82.215,53.51,126.86,389.48,302.45,225.06,199.34,109.41,62.941,57.831,107.83,64.619,49.934,70.378,48.476,204.7,137.19,580.75,380.68,52.666,94.165
73.21,72.738,150.28,85.563,83.149,175.23,207.64,204.07,134.62,71.075,62.342,67.594,118.69,101.92,55.259,47.398,57.594,123.96,100.9,199.88,151.57,120.25,50.95,67.103,44.904,62.868,85.275,99.912,77.342,92.503,25.688,63.871,134.07,74.71,66.039,46.656,37.814,74.075,54.561,54.213,48.736,62.026,512.2,549.9,558.01,245.48,78.687,102.93,82.844,102.78,88.148,98.935,69.068,128.97,137.63,434.31,782.29,456.92,229.55,114.42,69.783,130.71,94.3,57.49,61.48,93.683,172.83,248.8,740.2,277.5,110.32,74.794,102.49,245.24,118.03,55.81,38.704,176.92,204.7,395.96,563.87,327.46,409.71,95.98,47.27,59.286,65.624,64.946,54.297,177.79,158.97,451.49,505.11,63.885,53.357,57.089,43.725,49.688,160,49.945,41.492,50.199,277.6,349.09,273.19,73.263,45.874,42.711,73.234,54.495,222.54,51.935,47.504,129.42,212.38,401.34,302.1,231.05,118.78,92.606,74.19,172.91,165.42,157.32,101.22,106.51,678.13,257.06,1299.3,240.19,69.479,101.46,39.933,97.436,39.58,49.397,87.426,36.633,228.37,150.46,468.34,347.35,107.52,72.071,74.616,58.536,172.41,42.096,79.769,76.516,192.21,261.07,820.09,925.23,262.49,103.19,160.12,123.8,72.13,207.83,77.482,208.71,769.93,464.81,756.72,117.81,70.699,109.67,100.08,134.75,45.221,52.313,78.898,62.059,123.2,146.26,74.129,72.585,88.195,76.436,90.461,111.52,67.663,48.958,71.37,147.21,221.68,477.19,312.92,132.71,95.705,76.705,77.994,55.823,64.91,76.584,71.845,200.93,654.01,777.62,724.53,260.89,185.95,91.283,99.51,64.872,53.128,51.172,38.023,102.7,197.77,200.26,276.33,159.66,88.098,90.176,83.189,135.41,87.547,62.871,50.804,38.009,248.46,150.43,116.83,135.93,103.95,41.475,34.748,84.529,147.71,56.931,50.918,60.571,193.69,57.636,83.608,47.164,48.239,37.652
38.961,389.28,122.97,51.197,76.128,133.69,249.77,161.38,360.32,92.165,48.784,54.31,40.759,51.163,103.41,42.039,65.21,67.475,532.52,450.79,733.69,81.607,67.565,85.473,75.149,198.03,188.57,38.808,53.657,59.589,176.73,164.1,463.96,126.51,72.91,49.608,56.591,127.34,96.172,38.867,113.16,123.9,441.54,157.74,224.48,158.41,63.141,62.257,51.405,169.14,79.933,49.714,49.21,158.26,234.2,87.116,106.28,79.985,44.552,51.941,77.96,50.604,191.96,183.42,60.073,39.766,162.22,881.93,877.15,141.72,119.62,88.635,75.722,143.45,259.57,155.8,80.298,326.11,717.64,575.39,391.64,400.35,103.67,85.702,104.92,128.66,71.103,143.56,39.173,43.988,136.82,180.28,90.223,73.059,123.49,68.175,300.41,88.324,52.486,38.677,54.808,101.93,586.57,1061.1,419.6,144.87,86.566,58.867,117.06,163.89,265.34,142.97,41.613,115.11,168.48,145.22,354.26,242.04,164.91,73.318,61.37,70.75,66.99,42.174,43.557,61.347,176.37,131.72,334.7,131.76,94.822,96.581,140.58,101.35,57.011,35.095,42.161,79.62,145.85,441.97,698.07,94.228,30.946,38.799,134.36,84.613,95.188,52.722,55.489,64.072,202.78,233.89,1197.4,500.81,79.532,91.593,55.441,68.502,239.82,99.708,42.123,134.36,501.87,464.39,616.3,767.47,321.57,122.21,178.57,116.27,199.63,67.636,66.666,123.54,203.84,119.22,230.01,110.84,118.39,126.6,159.45,64.264,101.97,53.703,81.722,90.062,160.39,144.53,248.07,102.61,65.083,102.71,120.28,124.72,70.244,46.997,27.866,107.57,525.34,263.03,789.56,585.26,119.66,155.44,65.023,128,132.59,41.794,77.378,178.11,598.22,597.7,647.53,603.81,231.73,60.281,77.135,32.851,55.76,75.442,57.088,83.479,307.02,249.68,54.868,72.659,83.46,80.114,68.182,53.232,45.911,29.576,96.432,82.454,315.77,149.17,60.948,55.566,35.3,58.907
50.646,112.81,314.5,64.996,55.001,97.388,124.76,130.05,164.35,122.78,85.562,97.26,71.433,65.757,81.636,46.513,141.93,106.55,265.97,210.99,460.55,171.29,145.88,172.87,77.94,72.297,85.19,61.748,52.488,102.34,480.3,551.84,580.23,133.21,100.44,82.149,174.83,93.665,99.369,160.1,60.612,81.322,89.129,365.24,277.57,116.66,94.197,81.519,141.13,178.49,82.41,90.749,73.506,151.14,764.93,1773,1047.1,133.94,189.98,63.512,110.96,106.35,108.98,85.72,62.241,80.049,256.8,423.95,564.46,188.65,80.154,214.51,148.83,64.913,122.42,113.56,108.29,44.21,406.53,464.52,580.25,116.79,64.337,60.476,59.079,52.33,90.778,31.604,106.73,114.62,147.84,270.68,465.52,159.88,69.107,37.694,111.18,148.72,348.52,58.044,70.126,62.643,149.64,108.74,681.07,90.858,107.29,55.709,89.792,90.949,223.28,108.38,71.691,110.08,469.26,186.82,129.65,71.705,64.645,46.524,95.802,76.382,129.34,137.73,40.911,54.487,176.78,456.81,258.72,101.1,57.344,37.789,91.636,67.187,218.2,51.242,173.08,297.57,593.84,53.653,589.18,67.032,33.76,36.828,39.828,147.41,168.58,67.92,111.36,59.462,128.9,90.954,460.84,317.32,79.466,81.64,63.974,73.274,62.829,106.28,54.07,53.516,118.5,65.41,590.86,50.416,43.428,46.916,38.534,48.344,78.058,44.195,65.533,36.716,231.91,724.83,315.11,148.06,92.162,93.443,105.78,143.25,99.427,29.368,92.557,118.93,48.138,180,726.81,164.47,66.851,61.854,42.8,39.75,71.426,100.58,53.168,385.87,621.92,268.04,139.46,110.96,154.15,81.138,188.64,151.58,144.53,128.21,91.71,54.163,130.99,83.382,74.626,89.381,60.615,72.416,48.344,94.635,85.344,47.405,22.583,63.967,270.36,512.57,516.57,98.249,57.57,67.52,48.137,119.74,70.833,39.44,44.527,61.921,239.64,221.62,1344.2,399.25,106.75,72.198
77.917,135.61,61.403,40.755,31.859,122.42,88.762,155.13,105.45,104.44,57.385,51.577,91.06,53.289,127,245.11,68.394,51.882,226.64,338.9,798.59,113.23,74.551,46.578,51.522,72.897,107.57,74.037,45.231,45.1,36.227,107.75,345.44,170.59,76.498,47.645,45.319,235.82,176.44,63.336,92.154,109.58,303.42,329.46,397.63,79.154,187.74,73.691,124.64,136.53,284.77,129.01,69.276,93.735,403.47,129.75,624.67,376.68,53.524,122.04,138.22,129.4,283.63,67.079,43.133,46.136,164.12,371.03,618.32,103.46,211.05,140.85,391.77,140.71,228.22,71.741,52.77,58.644,129.75,231.5,347.28,138.87,154.96,76.637,88.81,96.84,84.931,91.76,53.733,70.558,157.32,152.22,644.02,216.03,58.109,88.074,119.6,97.999,70.355,28.822,54.144,257.89,693.53,552.73,368.72,198.91,57.164,44.359,37.618,58.881,54.849,59.029,53.144,59.549,252.39,553.02,594.98,233.27,99.159,169.42,87.303,137.74,114.54,62.976,75.129,109.47,178.81,767.58,323.95,104.97,80.688,26.998,49.34,64.972,42.994,39.698,91.472,34.474,51.166,85.65,460.92,132.41,48.957,74.722,75.477,99.82,107.74,51.474,94.185,112.28,316.21,178.68,284.59,159.71,137.43,101.21,80.556,99.757,75.594,68.481,48.81,16.759,156.62,164.95,108.81,87.725,43.628,38.901,46.372,119.13,45.151,36.638,60.355,124.29,264.56,318.22,552.27,129.26,61.98,73.907,61.188,62.782,63.094,59.906,21.79,39.383,188.06,280.99,348.25,105.2,185.33,146.57,171.48,83.77,60.252,28.936,71.535,198.76,734.06,136.68,640.32,136.52,109.69,64.71,65.631,59.182,133.72,142.17,54.583,113.98,119.03,54.624,262.53,128.35,84.944,70.536,87.645,121.27,43.297,51.385,34.519,41.418,53.951,93.646,103.38,255.09,290.67,87.642,101.21,85.656,333.62,123.07,44.471,58.215,134.32,81.323,87.155,132.04,80.822,53.57
183.28,340.91,122.51,55.711,68.684,192.27,348.61,489.13,777.35,348.39,150.93,85.017,88.63,114.31,134.36,81.39,86.235,105.16,207.91,464.44,423.44,64.797,49.824,43.494,45.74,70.73,50.762,30.71,56.822,57.584,134.33,90.99,75.557,37.778,42.085,70.457,69.021,85.906,59.123,28.672,48.596,59.152,126.9,240.89,131.6,87.628,96.016,59.58,128.5,245.33,76.976,58.046,59.703,64.258,392.24,508.69,836.69,103.3,93.722,124.02,218.04,307.03,190.76,44.647,39.548,61.208,140.2,124.58,218.04,114.31,336.92,70.998,136.59,85.783,164.68,50.371,31.88,104.01,149.22,527.99,153.88,56.819,156.33,81.497,141.69,105.82,240.05,50.793,50.959,222.27,292.09,712.67,301.11,433.21,98.7,98.154,96.103,67.099,244.99,107.53,64.719,200,344.35,350.88,1532.6,145.41,79.211,89.257,123.72,137.57,214.56,61.286,91.018,109.71,249.61,165.72,143.4,82.1,29.913,55.303,64.772,29.515,46.592,39.339,46.713,50.589,59.552,28.587,25.301,84.418,49.319,63.137,90.348,147.69,127.35,68.622,26.898,64.28,150.23,611.57,602.68,178.07,72.741,88.209,96.032,56.687,68.411,60.832,77.171,204.85,373.29,1044.6,909.57,148.33,80.941,67.248,44.996,131.24,32.485,32.428,34.733,137.33,398.59,496.09,441.89,86.355,45.977,47.56,74.976,39.351,111.38,80.234,59.404,41.83,501.67,635.17,1470.1,492.17,121.63,162.75,85.647,244.28,171.23,88.81,83.663,103.65,220.88,209.58,398.62,291.61,109.62,82.932,152.9,55.596,69.946,73.166,84.09,63.305,494.81,209.87,824.85,439.49,106.89,163.65,67.869,170.92,71.696,80.523,43.141,25.593,186.12,596.18,679.8,176.93,112.14,101.09,139.46,66.703,100.95,56.019,65.162,89.909,207.86,287.56,734.39,670.53,192.6,163.21,298.58,136.55,104.11,85.219,63.376,155.29,499.39,448.75,1139.9,392.05,137.95,207.78
22.996,58.518,50.017,27.907,30.78,76.754,162.85,315.83,451.64,146.46,97.419,77.126,93.784,64.402,49.668,64.416,32.476,64.408,212.9,591.14,276.96,488.99,348.13,94.457,131.02,146,74.047,58.202,62.861,74.732,225.54,212.87,756.7,230.75,130.29,140.78,123.12,74.191,295.34,120.22,66.293,141.24,112.1,277.9,302.1,99.865,103.68,58.874,96.784,85.461,181.3,67.734,90.352,168.86,358.51,347.34,654.29,717.72,118.77,157.82,138.98,140.28,50.104,108.46,131.43,72.045,765.73,558.59,336.91,87.346,39.795,65.021,58.11,101.94,59.522,39.004,39.747,36.123,48.109,93.803,87.454,88.37,58.46,82.059,57.18,125.77,97.686,72.092,81.02,176.15,119.9,299.43,144.8,90.042,263.27,84.29,106.55,56.688,37.864,30.23,61.78,88.058,199.37,677.03,1121.9,560.82,57.641,48.32,73.753,48.286,155.58,62.076,49.101,88.288,215.73,353.79,174,147.88,91.45,56.638,92.867,44.179,86.343,131.57,59.467,52.569,96.012,169.65,253.15,303.59,97.165,41.665,44.669,43.959,140.17,167.57,69.498,51.841,104.41,590.43,1416.4,510.86,322.55,128.25,223.79,153.98,112.95,105.8,67.362,149.42,625.64,540.88,196.5,102.42,65.144,53.898,45.971,126.12,101.96,60.654,47.175,107.66,166.54,208.3,215.19,243.93,131,111.93,48.109,118.57,73.913,40.087,34.128,118.8,78.123,182.54,74.551,137.61,129.77,64.861,83.848,61.146,43.922,50.648,60.451,56.657,147.41,189.36,429.5,239.1,107.24,150.84,211.33,105.45,30.464,19.847,36.281,36.615,127.82,117.73,242.65,260.7,54.173,68.962,81.686,93.116,174.72,52.07,39.474,88.164,129.49,209.68,249.24,423.34,59.771,58.543,44.852,109.24,430.6,346.21,220.14,135.02,963.05,506.26,1837.6,766.63,92.094,131.86,125.55,103.88,110.03,100.35,33.142,186.79,256.1,335.68,559.17,246.99,126.07,86.339
167.55,153.03,76.901,66.293,80.883,95.954,177.06,352,358.2,114.9,94.292,83.627,54.136,109.32,186.36,87.393,83.848,152.5,428.15,147.55,476.78,185.41,97.838,98.885,85.845,103.34,190.45,77.459,59.246,101.01,125.63,95.768,114.55,122.39,92.091,36.625,73.355,53.423,59.274,42.835,41.337,110.28,155.05,414,224.4,82.503,94.333,63.495,85.426,75.8,67.653,66.091,76.196,38.32,80.512,43.3,44.089,75.476,122,53.707,43.971,86.723,86.658,40.076,53.514,108.06,662.5,251.05,361.68,355.28,68.421,67.362,101.53,88.699,281.49,198.09,70.509,30.75,109.54,355.45,238.68,113,323.76,116.43,95.21,439.47,193.71,170.34,188.4,330.61,467.48,661.49,523.67,112.2,199.63,77.681,80.266,137.06,134.87,60.249,135.8,73.559,202,262.22,235.55,104.01,49.134,120.44,67.596,137.23,56.349,39.8,57.198,48.036,163.1,77.15,213.81,50.563,68.709,66.135,149.22,101.94,61.926,71.141,51.879,40.09,52.703,90.979,79.466,60.194,58.455,53.334,142.37,204.34,53.503,43.971,63.819,138.81,373.12,516.75,91.164,90.919,28.019,68.3,90.019,71.222,212.78,39.512,62.832,103.19,164.41,197.69,308.9,178.78,46.333,84.711,150.92,79.817,86.333,85.859,53.606,63.573,60.962,99.475,538.83,92.667,98.861,64.655,122.4,43.647,68.149,52.016,77.55,95.18,125.75,137.99,257.14,189.82,41.673,73.485,78.527,40.544,41.938,27.378,17.996,62.258,220.66,299.13,309.95,72.069,91.769,56.538,121.08,92.236,71.975,97.183,59.836,16.234,406.45,245.34,316.55,129.56,48.453,79.798,57.312,86.497,42.246,52.377,52.351,120.96,221.64,181.9,630.8,104.55,28.053,64.529,64.756,67.681,92.647,86.716,43.301,178.56,228.73,296.27,1238.9,437.57,47.126,87.262,135.32,75.538,106.79,69.776,61.632,44.35,159.98,150.94,94.35,97.393,92.915,78.314
88.031,77.632,223.21,164.16,66.476,135.3,234.27,494.09,433.52,203.85,82.797,50.572,84.734,147.69,169.65,75.895,43.949,44.778,76.677,137.17,136.88,234.73,65.904,62.023,151.98,131.02,30.504,62.57,82.718,44.992,168.93,130.7,421.26,114.55,92.948,77.458,111.84,83.605,387.1,87.592,60.822,57.558,334.7,236.52,192.01,109.34,100.99,64.56,45.68,128.68,64.25,58.68,59.748,61.979,216.07,1258.8,591.47,117.78,46.273,34.936,30.077,63.426,82.546,61.836,89.169,202.03,295.56,580.34,227.72,110.49,116.14,62.838,104.65,137.08,164.74,70.48,80.309,89.549,1112.4,347.64,316.3,484.51,169.62,190.34,146.4,163.11,203.32,110.45,64.957,193.72,544.5,182.7,2149.7,390.12,145.72,79.687,59.514,57.045,38.992,36.836,41.881,65.118,544.88,587.55,387.32,101.1,110.36,102.78,93.216,84.455,73.503,57.957,40.801,106.05,194.27,170.46,323.77,45.991,74.834,64.322,109.77,164.8,59.217,42.07,49.242,117.18,94.084,373.3,93.979,44.389,33.466,59.021,68.182,52.544,52.072,36.931,79.521,125.15,501.78,449.5,593.05,243.45,53.389,73.188,74.081,117.85,48.736,97.602,140.42,226.03,888.04,1062,253.01,88.868,86.843,59.622,60.076,133.21,69.57,28.278,59.498,62.715,211.31,280.54,610.12,126.33,76.082,93.965,98.974,74.133,57.094,50.228,52.465,69.366,195.39,593.45,337.03,98.776,63.78,44.91,50.897,106.42,47.785,54.122,37.733,36.515,72.366,607.52,354.08,72.898,35.879,52.065,77.36,34.228,47.387,68.462,37.901,25.587,112.73,165.94,94.919,98.298,39.685,64.292,50.364,46.359,63.605,65.087,37.832,106.01,38.588,237.02,229.4,385.11,89.027,286.96,69.215,139.35,95.712,169.64,153.58,105.69,601.84,413.98,871.9,435.42,102.8,278.6,114.39,153.51,119.7,75.909,49.341,133.96,158.23,455.8,146.77,126.14,45.851,60.738
